y_true,y_pred
2.0500000000000065,1.6180945323100857
0.9900000000000008,1.5044812175628306
2.930000000000004,2.332388868886786
4.78999999999999,2.705293475017025
1.689999999999998,1.6769849562441008
1.8500000000000023,2.4729287019346597
2.089999999999994,3.16350993739211
1.0800000000000034,1.6442101109697653
1.1899999999999982,2.1392283155426477
1.6399999999999926,1.613047103243246
1.4199999999999944,1.6207421083286218
3.3099999999999943,2.8285210193746826
1.2400000000000029,2.577524006163788
1.219999999999999,2.0598095229717965
1.0999999999999963,2.398432023749674
1.529999999999999,2.3539762680706575
1.6299999999999968,2.4247622110156883
2.569999999999994,2.8577114299466966
1.689999999999998,2.5068410664187293
1.1999999999999966,1.345919640082139
5.210000000000012,2.0567705373715843
0.8499999999999972,3.288787683152979
5.200000000000016,2.3567128830481816
3.54,2.8198973888593786
1.8700000000000032,2.36428193230604
2.8500000000000094,2.9302211253425314
2.4499999999999926,2.4815085834845396
2.149999999999995,1.6043467497301742
1.5800000000000034,1.6399699630165423
1.6399999999999926,2.2912590130213455
1.990000000000005,2.698095799148773
1.300000000000004,2.309547811654772
1.5500000000000052,2.0693179074604995
1.0999999999999963,1.8799638432659609
1.8700000000000032,2.0836192414600685
1.1100000000000043,1.6915546229994294
1.0699999999999956,1.5770123282172224
1.0,1.4185220290972567
1.7900000000000025,2.9526595620059624
3.209999999999996,2.7785179143987646
1.910000000000004,1.6348339450600224
1.1299999999999972,1.5639420054529172
2.6499999999999915,1.5923391786660597
3.170000000000001,2.6729357868378334
1.560000000000002,2.0041851244958497
1.8600000000000083,2.2712817898819675
1.0900000000000027,1.4063361515339095
1.1999999999999966,1.7807487625948397
1.219999999999999,2.666913761725271
4.713084663428889,3.5775588986393285
2.7599999999999936,2.1040722965769274
1.7299999999999995,2.4127120032863036
3.450000000000005,2.305194571282299
1.2400000000000029,1.900161083492258
1.6800000000000053,1.9682450561083544
1.0900000000000027,2.09038593229503
1.0600000000000018,1.5763024418079612
1.0399999999999994,2.3412494992426063
2.470000000000012,1.7530976529547793
1.720000000000004,1.3326079601317025
1.7799999999999951,1.9883229635661817
3.4199999999999977,2.0713694789403734
1.5699999999999947,2.3394785542061975
1.0399999999999994,1.8182491914458014
4.429999999999986,2.5681220720772298
3.3649944506111145,3.2062130836792493
1.1100000000000043,1.5780563394767932
1.3899999999999937,2.3522060086620455
1.8799999999999968,2.078742022663613
1.660000000000001,2.3126645475499874
1.1200000000000028,1.4790698085248082
1.8199999999999947,2.3622193764041817
2.58999999999999,2.3584880842518556
1.169999999999996,1.845216307057707
1.340000000000003,1.8930160496724258
1.7400000000000044,2.511419620435214
2.779999999999988,2.110843277746007
1.2700000000000038,2.0010035707444263
2.800000000000008,2.1730264176636624
1.1299999999999972,1.43223226780893
1.3300000000000052,2.377309025819496
1.8199999999999947,1.8186199679463755
2.970000000000013,3.1985807014628818
2.180000000000005,2.857395482707205
1.7099999999999989,1.630657056012017
1.7900000000000025,2.140709751230563
1.3899999999999937,1.6333135317538376
1.1500000000000037,1.364909253045915
1.4900000000000038,1.8628523787930755
1.6399999999999926,2.1972580960605295
2.209999999999994,2.318359131173471
3.370000000000004,3.637766150216369
1.0999999999999963,1.8886384014058069
1.5,1.6718721159815102
1.4399999999999984,1.388278066100566
4.127882382633886,3.4218211497693662
2.160000000000007,1.7452707953737612
1.92,1.7005685134310133
1.9300000000000053,2.1484949271233647
2.1100000000000088,2.6583090402111615
3.2900000000000027,2.533067016336835
2.0400000000000045,2.837478880563446
1.4399999999999984,1.607772729451828
4.75,2.782004368406677
1.5099999999999962,1.9468731861790294
1.280000000000001,3.2220265086303375
2.310000000000002,1.8378205191293364
2.0400000000000045,1.9640327927710295
1.219999999999999,2.078477844185387
1.6500000000000004,1.33955446810863
1.4300000000000048,2.0951469992577487
2.0500000000000065,1.6257928907942727
1.169999999999996,1.832829932315821
1.6699999999999977,2.335733951369677
1.939999999999998,1.8138604196288934
2.240000000000005,2.6452536682589316
1.1299999999999972,1.820625986126514
3.820000000000008,2.956382724480384
3.690000000000011,3.203695232491967
1.5,2.0155289876573046
3.3000000000000007,3.1273751032646944
4.019999999999999,3.343465081557669
2.4200000000000035,2.1246300483423095
3.9099999999999993,2.740344334999506
1.660000000000001,2.793997649885911
3.440000000000008,2.003459082831973
1.959999999999996,2.216096897792668
1.3100000000000018,1.7866409486755466
1.4300000000000048,1.7446722194891138
1.660000000000001,1.6386925239355974
1.340000000000003,1.9516122803662341
1.560000000000002,1.9744545765653987
1.0399999999999994,1.9210740303068579
2.8899999999999904,2.5477253722358553
2.0,1.9970725141757988
1.7599999999999956,2.125546926499418
1.2100000000000015,1.726617993698641
1.9300000000000053,1.4620636013702337
2.699999999999992,2.0003250892321005
2.677128644146112,2.001686525799512
1.3300000000000052,1.536952780897162
2.399999999999993,2.438572830451043
1.6100000000000074,2.4337707710991414
2.0500000000000065,2.309347975088582
4.281441191316665,3.1548561870254765
1.1200000000000028,1.3727162287712285
1.6999999999999944,1.9126476782329624
2.360000000000009,1.8370361263121895
5.174854368932777,1.6843421758313888
3.1000000000000103,1.6089763456058261
4.509999999999993,3.567076336419662
2.339999999999992,1.849272033732788
1.5500000000000052,2.556924065598898
1.0999999999999963,1.9029018621813159
1.2299999999999964,2.0793927392840557
2.220000000000009,2.741884426060898
0.860000000000002,2.7137039078259506
2.180000000000005,1.7583482344470605
2.3500000000000068,2.748654401482255
1.169999999999996,1.4450912232212223
